path;age;gender;accents
common_voice_es_34417614.mp3;twenties;male_masculine;México
common_voice_es_20178355.mp3;sixties;male_masculine;España
common_voice_es_21543936.mp3;fifties;male_masculine;España
common_voice_es_20818000.mp3;fifties;male_masculine;España
common_voice_es_34573832.mp3;thirties;female_feminine;México
common_voice_es_34068997.mp3;twenties;female_feminine;México
common_voice_es_33999972.mp3;teens;male_masculine;México
common_voice_es_21986217.mp3;thirties;male_masculine;Caribe
common_voice_es_22056920.mp3;twenties;male_masculine;México
common_voice_es_18355678.mp3;thirties;male_masculine;Chile
common_voice_es_33962885.mp3;twenties;female_feminine;México
common_voice_es_34269446.mp3;twenties;male_masculine;México
common_voice_es_33703383.mp3;twenties;male_masculine;México
common_voice_es_33638915.mp3;twenties;male_masculine;México
common_voice_es_33704858.mp3;twenties;male_masculine;México
common_voice_es_20518910.mp3;twenties;male_masculine;España
common_voice_es_34261676.mp3;fifties;female_feminine;México
common_voice_es_20285650.mp3;fourties;male_masculine;España
common_voice_es_27031562.mp3;fourties;male_masculine;América central
common_voice_es_33861966.mp3;twenties;female_feminine;México
common_voice_es_34569520.mp3;fifties;male_masculine;Andino-Pacífico
common_voice_es_19876611.mp3;sixties;male_masculine;España
common_voice_es_29353356.mp3;thirties;male_masculine;Andino-Pacífico
common_voice_es_22943109.mp3;fourties;male_masculine;México
common_voice_es_18326266.mp3;thirties;male_masculine;España
common_voice_es_33834212.mp3;twenties;male_masculine;México
common_voice_es_34014393.mp3;twenties;female_feminine;México
common_voice_es_24865425.mp3;sixties;male_masculine;España
common_voice_es_22036785.mp3;twenties;female_feminine;México
common_voice_es_33993106.mp3;twenties;male_masculine;México
common_voice_es_21148917.mp3;fifties;male_masculine;España
common_voice_es_21179026.mp3;thirties;male_masculine;España
common_voice_es_34459934.mp3;twenties;female_feminine;México
common_voice_es_34318174.mp3;twenties;male_masculine;México
common_voice_es_19347637.mp3;fifties;male_masculine;España
common_voice_es_33870026.mp3;thirties;female_feminine;México
common_voice_es_34402471.mp3;twenties;male_masculine;México
common_voice_es_20286201.mp3;fourties;male_masculine;Rioplatense
common_voice_es_20922203.mp3;sixties;male_masculine;España
common_voice_es_34006138.mp3;teens;male_masculine;México
common_voice_es_22260095.mp3;fifties;female_feminine;España
common_voice_es_19718665.mp3;thirties;male_masculine;España
common_voice_es_34362887.mp3;twenties;male_masculine;México
common_voice_es_33831012.mp3;teens;male_masculine;México
common_voice_es_34333934.mp3;twenties;male_masculine;México
common_voice_es_34580317.mp3;teens;female_feminine;México
common_voice_es_21980473.mp3;teens;male_masculine;Caribe
common_voice_es_34461265.mp3;twenties;male_masculine;México
common_voice_es_33804867.mp3;teens;female_feminine;México
common_voice_es_33691546.mp3;twenties;male_masculine;México
common_voice_es_19554797.mp3;sixties;male_masculine;España
common_voice_es_33912562.mp3;twenties;female_feminine;México
common_voice_es_23646983.mp3;thirties;male_masculine;España
common_voice_es_34092884.mp3;teens;female_feminine;México
common_voice_es_21255104.mp3;sixties;male_masculine;España
common_voice_es_32232942.mp3;thirties;male_masculine;México
common_voice_es_33989857.mp3;thirties;female_feminine;México
common_voice_es_33535148.mp3;thirties;female_feminine;México
common_voice_es_34648011.mp3;fourties;female_feminine;México
common_voice_es_31067725.mp3;fourties;male_masculine;España
common_voice_es_19131992.mp3;fourties;female_feminine;España
common_voice_es_34280680.mp3;twenties;male_masculine;México
common_voice_es_34215263.mp3;twenties;male_masculine;México
common_voice_es_33899728.mp3;twenties;male_masculine;México
common_voice_es_19511733.mp3;thirties;male_masculine;Caribe
common_voice_es_34494878.mp3;twenties;female_feminine;México
common_voice_es_20201913.mp3;sixties;male_masculine;España
common_voice_es_19461814.mp3;sixties;male_masculine;España
common_voice_es_19025000.mp3;fourties;female_feminine;Rioplatense
common_voice_es_19561854.mp3;sixties;male_masculine;España
common_voice_es_33859263.mp3;twenties;female_feminine;México
common_voice_es_19125593.mp3;teens;male_masculine;México
common_voice_es_33874253.mp3;twenties;male_masculine;México
common_voice_es_20935953.mp3;thirties;male_masculine;España
common_voice_es_34143684.mp3;twenties;female_feminine;México
common_voice_es_34164008.mp3;thirties;female_feminine;México
common_voice_es_33943071.mp3;twenties;male_masculine;México
common_voice_es_34539478.mp3;teens;female_feminine;México
common_voice_es_18753606.mp3;twenties;male_masculine;Chile
common_voice_es_34275782.mp3;thirties;female_feminine;México
common_voice_es_34095179.mp3;twenties;male_masculine;México
common_voice_es_34563319.mp3;twenties;male_masculine;México
common_voice_es_20822584.mp3;fifties;male_masculine;España
common_voice_es_33934441.mp3;twenties;female_feminine;México
common_voice_es_22435785.mp3;fourties;male_masculine;México
common_voice_es_33724112.mp3;twenties;male_masculine;México
common_voice_es_20364941.mp3;sixties;male_masculine;España
common_voice_es_21979332.mp3;twenties;female_feminine;España
common_voice_es_34208597.mp3;thirties;female_feminine;México
common_voice_es_33773737.mp3;twenties;female_feminine;México
common_voice_es_23385068.mp3;fourties;male_masculine;Andino-Pacífico
common_voice_es_34544760.mp3;twenties;female_feminine;México
common_voice_es_21273888.mp3;fifties;male_masculine;España
common_voice_es_19954511.mp3;teens;male_masculine;Andino-Pacífico
common_voice_es_32193876.mp3;thirties;male_masculine;España
common_voice_es_18689861.mp3;fifties;male_masculine;España
common_voice_es_23335390.mp3;twenties;male_masculine;Chile
common_voice_es_34364181.mp3;twenties;male_masculine;México
common_voice_es_36723635.mp3;twenties;male_masculine;Caribe
common_voice_es_23619965.mp3;fourties;male_masculine;España
common_voice_es_33843332.mp3;thirties;female_feminine;México
common_voice_es_34349632.mp3;twenties;male_masculine;México
common_voice_es_32547698.mp3;thirties;male_masculine;España
common_voice_es_21994745.mp3;teens;male_masculine;México
common_voice_es_22112339.mp3;fourties;male_masculine;España
common_voice_es_20626954.mp3;twenties;male_masculine;Caribe
common_voice_es_22173748.mp3;thirties;male_masculine;Caribe
common_voice_es_34486327.mp3;twenties;male_masculine;México
common_voice_es_33751249.mp3;twenties;female_feminine;México
common_voice_es_34200581.mp3;twenties;male_masculine;México
common_voice_es_18947652.mp3;twenties;male_masculine;México
common_voice_es_21933122.mp3;thirties;male_masculine;América central
common_voice_es_33600949.mp3;twenties;male_masculine;México
common_voice_es_33845427.mp3;thirties;female_feminine;México
common_voice_es_34062198.mp3;twenties;female_feminine;México
common_voice_es_33752198.mp3;twenties;female_feminine;México
common_voice_es_34118085.mp3;twenties;female_feminine;México
common_voice_es_33673349.mp3;twenties;male_masculine;México
common_voice_es_23352367.mp3;fourties;male_masculine;México
common_voice_es_34331101.mp3;twenties;female_feminine;México
common_voice_es_34527662.mp3;twenties;male_masculine;México
common_voice_es_34791939.mp3;teens;female_feminine;México
common_voice_es_21999181.mp3;fourties;male_masculine;México
common_voice_es_18659887.mp3;fifties;male_masculine;España
common_voice_es_34534276.mp3;twenties;male_masculine;México
common_voice_es_34182374.mp3;twenties;male_masculine;México
common_voice_es_33800275.mp3;twenties;male_masculine;México
common_voice_es_33676386.mp3;twenties;female_feminine;México
common_voice_es_34144213.mp3;twenties;female_feminine;México
common_voice_es_33751075.mp3;twenties;female_feminine;México
common_voice_es_19636717.mp3;fourties;male_masculine;España
common_voice_es_21980563.mp3;twenties;male_masculine;México
common_voice_es_19126508.mp3;fifties;male_masculine;España
common_voice_es_22182550.mp3;thirties;female_feminine;Caribe
common_voice_es_19595811.mp3;fifties;male_masculine;México
common_voice_es_34171574.mp3;twenties;female_feminine;México
common_voice_es_21973034.mp3;teens;male_masculine;Andino-Pacífico
common_voice_es_34534506.mp3;twenties;male_masculine;México
common_voice_es_33727235.mp3;twenties;male_masculine;México
common_voice_es_34797374.mp3;thirties;female_feminine;México
common_voice_es_19811852.mp3;fifties;male_masculine;España
common_voice_es_22151414.mp3;twenties;male_masculine;América central
common_voice_es_34409424.mp3;twenties;male_masculine;México
common_voice_es_22058044.mp3;twenties;male_masculine;Rioplatense
common_voice_es_19636627.mp3;twenties;male_masculine;México
common_voice_es_20202159.mp3;sixties;male_masculine;España
common_voice_es_19133981.mp3;fifties;male_masculine;Rioplatense
common_voice_es_19384999.mp3;twenties;male_masculine;Rioplatense
common_voice_es_18789520.mp3;fourties;male_masculine;España
common_voice_es_33910053.mp3;twenties;female_feminine;México
common_voice_es_22143222.mp3;twenties;male_masculine;México
common_voice_es_34172688.mp3;twenties;female_feminine;México
common_voice_es_34522743.mp3;twenties;female_feminine;México
common_voice_es_23334995.mp3;twenties;male_masculine;Chile
common_voice_es_34564922.mp3;twenties;male_masculine;México
common_voice_es_31102957.mp3;fourties;male_masculine;España
common_voice_es_33699407.mp3;twenties;female_feminine;México
common_voice_es_19599422.mp3;fourties;male_masculine;Caribe
common_voice_es_34363394.mp3;twenties;male_masculine;México
common_voice_es_34521730.mp3;twenties;male_masculine;México
common_voice_es_21946740.mp3;thirties;female_feminine;España
common_voice_es_19877652.mp3;sixties;male_masculine;España
common_voice_es_22411322.mp3;thirties;male_masculine;México
common_voice_es_33704417.mp3;twenties;female_feminine;México
common_voice_es_34360229.mp3;twenties;male_masculine;México
common_voice_es_34075271.mp3;teens;female_feminine;México
common_voice_es_20220797.mp3;thirties;male_masculine;Caribe
common_voice_es_34025620.mp3;twenties;male_masculine;México
common_voice_es_19772343.mp3;fifties;female_feminine;España
common_voice_es_33846862.mp3;twenties;male_masculine;México
common_voice_es_19126096.mp3;fifties;male_masculine;Rioplatense
common_voice_es_33643173.mp3;twenties;male_masculine;México
common_voice_es_33835617.mp3;teens;male_masculine;México
common_voice_es_20832339.mp3;sixties;male_masculine;España
common_voice_es_33818678.mp3;teens;male_masculine;México
common_voice_es_33906646.mp3;twenties;male_masculine;México
common_voice_es_20995205.mp3;twenties;male_masculine;Andino-Pacífico
common_voice_es_34056952.mp3;twenties;female_feminine;México
common_voice_es_34347613.mp3;twenties;male_masculine;México
common_voice_es_21749398.mp3;twenties;male_masculine;México
common_voice_es_29264751.mp3;twenties;male_masculine;México
common_voice_es_20695962.mp3;fourties;male_masculine;Rioplatense
common_voice_es_18649546.mp3;fourties;male_masculine;Rioplatense
common_voice_es_19161286.mp3;thirties;male_masculine;España
common_voice_es_18976867.mp3;sixties;male_masculine;España
common_voice_es_33820700.mp3;twenties;female_feminine;México
common_voice_es_21730895.mp3;twenties;male_masculine;Rioplatense
common_voice_es_34337521.mp3;thirties;female_feminine;México
common_voice_es_22137706.mp3;twenties;male_masculine;Andino-Pacífico
common_voice_es_22055954.mp3;thirties;female_feminine;Caribe
common_voice_es_34173574.mp3;twenties;female_feminine;México
common_voice_es_20273066.mp3;twenties;male_masculine;América central
common_voice_es_33821932.mp3;twenties;female_feminine;México
common_voice_es_33847188.mp3;twenties;male_masculine;México
common_voice_es_19866759.mp3;fifties;male_masculine;España
common_voice_es_18574003.mp3;twenties;male_masculine;Chile
common_voice_es_19063001.mp3;fifties;male_masculine;España
common_voice_es_20408444.mp3;twenties;male_masculine;Andino-Pacífico
common_voice_es_33507411.mp3;twenties;female_feminine;México
common_voice_es_20008133.mp3;twenties;female_feminine;América central
common_voice_es_21463947.mp3;twenties;male_masculine;Rioplatense
common_voice_es_20908536.mp3;fifties;male_masculine;España
common_voice_es_21276098.mp3;thirties;male_masculine;España
common_voice_es_32232336.mp3;twenties;male_masculine;México
common_voice_es_23406610.mp3;sixties;male_masculine;España
common_voice_es_20422019.mp3;sixties;male_masculine;España
common_voice_es_33608691.mp3;twenties;male_masculine;México
common_voice_es_33977759.mp3;twenties;male_masculine;México
common_voice_es_34042015.mp3;twenties;male_masculine;México
common_voice_es_34237526.mp3;twenties;male_masculine;México
common_voice_es_22544048.mp3;sixties;male_masculine;España
common_voice_es_18378149.mp3;fifties;male_masculine;Caribe
common_voice_es_34128983.mp3;twenties;male_masculine;México
common_voice_es_33640010.mp3;twenties;male_masculine;México
common_voice_es_20635970.mp3;fourties;male_masculine;Rioplatense
common_voice_es_18728446.mp3;twenties;female_feminine;Chile
common_voice_es_33403697.mp3;thirties;male_masculine;México
common_voice_es_19609527.mp3;twenties;female_feminine;América central
common_voice_es_19772241.mp3;fifties;female_feminine;España
common_voice_es_19006065.mp3;sixties;male_masculine;España
common_voice_es_33964670.mp3;twenties;male_masculine;México
common_voice_es_20039688.mp3;fifties;male_masculine;España
common_voice_es_33898053.mp3;teens;female_feminine;México
common_voice_es_23676964.mp3;fifties;male_masculine;España
common_voice_es_18342834.mp3;fourties;male_masculine;Andino-Pacífico
common_voice_es_33752303.mp3;twenties;male_masculine;México
common_voice_es_22050295.mp3;teens;male_masculine;México
common_voice_es_34286451.mp3;twenties;female_feminine;México
common_voice_es_33929958.mp3;twenties;male_masculine;México
common_voice_es_20007257.mp3;thirties;female_feminine;México
common_voice_es_21469714.mp3;thirties;male_masculine;España
common_voice_es_34371585.mp3;twenties;male_masculine;México
common_voice_es_20500690.mp3;twenties;male_masculine;España
common_voice_es_20247437.mp3;twenties;male_masculine;Rioplatense
common_voice_es_33736038.mp3;twenties;male_masculine;México
common_voice_es_20242877.mp3;twenties;male_masculine;Andino-Pacífico
common_voice_es_34540671.mp3;twenties;female_feminine;México
common_voice_es_22270917.mp3;fourties;female_feminine;México
common_voice_es_22260244.mp3;fifties;female_feminine;España
common_voice_es_20211142.mp3;twenties;male_masculine;Chile
common_voice_es_34274611.mp3;twenties;male_masculine;México
common_voice_es_34343601.mp3;teens;male_masculine;México
common_voice_es_18602944.mp3;fourties;female_feminine;España
common_voice_es_33749637.mp3;twenties;male_masculine;México
common_voice_es_33787224.mp3;twenties;male_masculine;México
common_voice_es_18909912.mp3;fifties;male_masculine;España
common_voice_es_33964343.mp3;twenties;female_feminine;México
common_voice_es_21590561.mp3;fourties;female_feminine;España
common_voice_es_21371336.mp3;sixties;male_masculine;España
common_voice_es_20665815.mp3;sixties;male_masculine;España
common_voice_es_34017993.mp3;twenties;male_masculine;México
common_voice_es_34500426.mp3;thirties;female_feminine;México
common_voice_es_22191412.mp3;fifties;female_feminine;España
common_voice_es_34384871.mp3;twenties;male_masculine;México
common_voice_es_33605492.mp3;teens;male_masculine;Rioplatense
common_voice_es_34479784.mp3;thirties;female_feminine;México
common_voice_es_22025375.mp3;thirties;male_masculine;Rioplatense
common_voice_es_34160330.mp3;twenties;female_feminine;México
common_voice_es_33842838.mp3;twenties;female_feminine;México
common_voice_es_33676880.mp3;twenties;male_masculine;México
common_voice_es_21982208.mp3;fourties;male_masculine;México
common_voice_es_21100687.mp3;fifties;male_masculine;España
common_voice_es_34483737.mp3;twenties;male_masculine;México
common_voice_es_19702523.mp3;fourties;male_masculine;México
common_voice_es_33883623.mp3;twenties;male_masculine;México
common_voice_es_34462004.mp3;twenties;male_masculine;México
common_voice_es_22474920.mp3;thirties;male_masculine;Caribe
common_voice_es_33673100.mp3;twenties;male_masculine;México
common_voice_es_33940594.mp3;twenties;female_feminine;México
common_voice_es_21982168.mp3;fourties;female_feminine;Rioplatense
common_voice_es_34405551.mp3;twenties;female_feminine;México
common_voice_es_20806528.mp3;twenties;male_masculine;España
common_voice_es_34121304.mp3;twenties;male_masculine;México
common_voice_es_34217207.mp3;twenties;female_feminine;México
common_voice_es_21784121.mp3;sixties;male_masculine;España
common_voice_es_34245401.mp3;twenties;male_masculine;México
common_voice_es_18532731.mp3;fourties;male_masculine;Andino-Pacífico
common_voice_es_34422505.mp3;thirties;female_feminine;México
common_voice_es_18744458.mp3;fifties;male_masculine;España
common_voice_es_22471188.mp3;sixties;male_masculine;España
common_voice_es_33761540.mp3;twenties;male_masculine;México
common_voice_es_30491154.mp3;thirties;male_masculine;Andino-Pacífico
common_voice_es_21938047.mp3;twenties;male_masculine;México
common_voice_es_20938885.mp3;thirties;male_masculine;España
common_voice_es_20013986.mp3;fifties;male_masculine;España
common_voice_es_33567214.mp3;twenties;male_masculine;México
common_voice_es_34361447.mp3;twenties;male_masculine;México
common_voice_es_34474686.mp3;twenties;female_feminine;México
common_voice_es_34234921.mp3;twenties;male_masculine;México
common_voice_es_34565259.mp3;twenties;male_masculine;México
common_voice_es_22976747.mp3;twenties;male_masculine;México
common_voice_es_34028796.mp3;twenties;female_feminine;México
common_voice_es_34211633.mp3;twenties;female_feminine;México
common_voice_es_34416422.mp3;twenties;female_feminine;México
common_voice_es_22165783.mp3;twenties;female_feminine;España
common_voice_es_34207228.mp3;twenties;male_masculine;México
common_voice_es_19288375.mp3;fifties;male_masculine;España
common_voice_es_22063781.mp3;fourties;female_feminine;España
common_voice_es_33970548.mp3;teens;male_masculine;México
common_voice_es_21919010.mp3;thirties;male_masculine;América central
common_voice_es_21603104.mp3;sixties;male_masculine;España
common_voice_es_19715739.mp3;fifties;male_masculine;Rioplatense
common_voice_es_21329475.mp3;sixties;male_masculine;España
common_voice_es_23373075.mp3;sixties;male_masculine;España
common_voice_es_33751519.mp3;twenties;female_feminine;México
common_voice_es_34168211.mp3;twenties;male_masculine;México
common_voice_es_23343364.mp3;sixties;male_masculine;España
common_voice_es_34232855.mp3;twenties;female_feminine;México
common_voice_es_19481748.mp3;fifties;male_masculine;España
common_voice_es_34177403.mp3;twenties;male_masculine;México
common_voice_es_19946267.mp3;twenties;female_feminine;Caribe
common_voice_es_21967930.mp3;thirties;male_masculine;Andino-Pacífico
common_voice_es_19111019.mp3;sixties;male_masculine;España
common_voice_es_34378168.mp3;twenties;female_feminine;México
common_voice_es_34276400.mp3;twenties;male_masculine;México
common_voice_es_18378328.mp3;thirties;male_masculine;Caribe
common_voice_es_33764943.mp3;twenties;male_masculine;México
common_voice_es_34240087.mp3;twenties;male_masculine;México
common_voice_es_33803599.mp3;twenties;female_feminine;México
common_voice_es_18354703.mp3;fourties;male_masculine;Andino-Pacífico
common_voice_es_20557191.mp3;twenties;male_masculine;España
common_voice_es_19815810.mp3;sixties;male_masculine;España
common_voice_es_23639767.mp3;teens;male_masculine;México
common_voice_es_22685577.mp3;teens;male_masculine;Andino-Pacífico
common_voice_es_33910707.mp3;twenties;female_feminine;México
common_voice_es_21621400.mp3;sixties;male_masculine;España
common_voice_es_20507064.mp3;fifties;male_masculine;España
common_voice_es_34636799.mp3;twenties;female_feminine;México
common_voice_es_33947068.mp3;teens;female_feminine;México
common_voice_es_34103588.mp3;twenties;male_masculine;México
common_voice_es_22306255.mp3;sixties;male_masculine;España
common_voice_es_25155095.mp3;sixties;male_masculine;España
common_voice_es_21573814.mp3;thirties;male_masculine;España
common_voice_es_20901913.mp3;sixties;male_masculine;España
common_voice_es_19372446.mp3;sixties;male_masculine;España
